name,mz,rt,intensity,group_id,degree_cor,sub_group_id,degree,n_nodes,n_edges,label_charge_oligomer,isotope_labels_a,isotope_ids,isotope_labels_b,atoms,molecular_formula,adduct,compound_name,compound_id,exact_mass,ppm_error
2047,210.9521825,54.4970862,5476150.5,5,141,1,4,261,518,[M+ACN+Na]+::1::1,"(34S),(41K),K,S","1,992,199,220,992,090","S,K,(41K),(34S)","13.1,8.2,2.4,3.8",,,None||None,None||None,,
2048,210.9585829,688.14396,491208.95,249,3,224,1,2,1,,"K,S","21,002,100","(41K),(34S)","13.9,22.2",,,,,,
2049,210.9755095,51.2706678,287751.495,5,101,1,4,261,518,[M+ACN+Na]+::1::1||[M+H+HCOOH]+::1::1||[M+K+HCOOH]+::1::1||[M+NH4+HCOOH]+::1::1||[M+Na+HCOO]+::1::1,,,,,,,None||None||None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None||None||None,,
2050,211.0274961,528.239412,5749604.1,166,32,98,8,32,63,[M+H-H2O]+::1::1||[M+H]+::1::1||[M+K]+::1::1||[M+MeOH+H]+::1::1||[M+NH4]+::1::1||[M+Na]+::1::1,C,2071,(13C),6.9,,,None||None||None||None||None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None||None||None||None||None,,
2051,211.0688954,101.798484,554412.43,5,5,,,,,,,,,,C6H10N2O2,[M+Na+HCOO]+,Ectoine,C06231,211.068916,0.1
2052,211.0709958,152.294202,117271.2825,58,10,225,2,3,3,[M+H-H2O]+::1::1,,,,,C5H9NO4||C5H9NO4||C9H13N3O4||C5H9NO4||C9H7NO4||C5H9NO4||C9H7NO4||C8H5NO2||C5H9NO4||C5H9NO4||C9H12N2O5,[M+ACN+Na]+||[M+ACN+Na]+||[M+H-NH3]+||[M+ACN+Na]+||[M+NH4]+||[M+ACN+Na]+||[M+NH4]+||[M+NH4+HCOOH]+||[M+ACN+Na]+||[M+ACN+Na]+||[M+H-H2O]+,"L-Glutamate||D-Glutamate||Deoxycytidine||O-Acetyl-L-serine||L-Dopachrome||L-threo-3-Methylaspartate||5,6-Dihydroxyindole-2-carboxylate||Indole-5,6-quinone||L-4-Hydroxyglutamate semialdehyde||2-Oxo-4-hydroxy-5-aminovalerate||Deoxyuridine",C00025||C00217||C00881||C00979||C01693||C03618||C04185||C05579||C05938||C05941||C00526,211.070028||211.070028||211.071336||211.070028||211.071331||211.070028||211.071331||211.071321||211.070028||211.070028||211.071331,-4.59||-4.59||1.61||-4.59||1.59||-4.59||1.59||1.54||-4.59||-4.59||1.59
2053,211.0937025,574.139823,32727242.5,179,24,155,3,19,37,[M+ACN+Na]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,C,2077,(13C),8,C8H14O2||C8H14O2||C8H14O2||C8H14O2,[M+Na+HCOO]+||[M+Na+HCOO]+||[M+Na+HCOO]+||[M+Na+HCOO]+,None||None||None||None||2-n-Propyl-4-pentenoic acid||2-n-Propyl-2-pentenoic acid||2-n-Propyl-3-pentenoic acid||(Z)-3-Hexen-1-ol acetate||None,None||None||None||None||C16648||C16653||C16654||C19757||None,211.094068||211.094068||211.094068||211.094068,1.73||1.73||1.73||1.73
2054,211.104976,345.854493,289310.68,84,14,,,,,,,,,,C8H16N2O3,[M+Na]+,N6-Acetyl-L-lysine,C02727,211.1053134,1.6
2055,211.1076213,318.74019,310217.51,84,3,226,1,2,1,[M+H-H2O]+::1::1,,,,,C8H11NO3||C8H11NO3||C10H11NO3||C10H14N2O3||C10H11NO3||C10H11NO3,[M+ACN+H]+||[M+ACN+H]+||[M+NH4]+||[M+H]+||[M+NH4]+||[M+NH4]+,"Pyridoxine||L-Noradrenaline||Phenylacetylglycine||2,6-Dihydroxypseudooxynicotine||3-Carbamoyl-2-phenylpropionaldehyde||4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one||None",C00314||C00547||C05598||C15986||C16587||C16595||None,211.107716||211.107716||211.107716||211.1077184||211.107716||211.107716,0.45||0.45||0.45||0.46||0.45||0.45
2056,211.1088571,822.73695,759479.4,339,6,,,,,,,,,,C10H20O2,[M+K]+,Decanoic acid,C01571,211.1094894,3
2057,211.1128902,490.38348,1907161.6,147,15,108,1,4,3,[M+Na]+::1::1,,,,,,,None||None,None||None,,
2058,211.1173277,338.966292,461108.05,84,45,227,1,2,1,,C,2084,(13C),507,,,,,,
2059,211.1436545,252.340956,764585.5,,,,,,,,,,,,,,,,,
2060,211.1435955,489.844959,1566314.7,84,10,,,,,,,,,,,,,,,
2061,211.1665306,820.28721,284905.45,341,2,,,,,,,,,,,,,,,
2062,211.4579731,114.298746,802601.115,5,4,,,,,,,,,,,,,,,
2063,211.4582718,182.358099,1690131.785,58,6,,,,,,,,,,,,,,,
2064,211.5227119,156.62568,397180.02,66,5,,,,,,,,,,,,,,,
2065,211.606855,100.42914,462487.38,5,31,,,,,,,,,,,,,,,
2066,211.6233409,347.76165,502725.479,84,12,,,,,,,,,,,,,,,
2067,211.6412633,114.413733,1715502.5,5,34,,,,,,,,,,,,,,,
2068,211.9406232,33.9960336,46433.765,,,,,,,,,,,,,,,,,
2069,211.9527596,54.5180646,913343.75,5,141,1,2,261,518,[M+Na+HCOO]+::1::1,"(34S),(41K)","20,312,031","S,K","9.8,6.1",,,None||None,None||None,,
2070,211.9846009,57.396069,207051.8,5,13,,,,,,,,,,C5H9O8P,[M+H-NH3]+,(R)-2-(Phosphonomethyl)malate,C21613,211.984234,-1.73
2071,212.0308058,528.35217,436446.76,166,32,98,3,32,63,[M+H]+::1::1||[M+K]+::1::1||[M+NH4]+::1::1||[M+Na]+::1::1,(13C),2050,C,6.9,C3H7O6P||C3H7O6P||C5H12NO7P||C5H13N2O6P||C3H7O6P||C3H7O6P||C5H12NO7P||C5H13N2O6P||C3H7O6P||C3H7O6P||C5H12NO7P||C5H13N2O6P||C3H7O6P||C3H7O6P||C5H12NO7P||C5H13N2O6P||C10H7NO3||C10H7NO3||C10H7NO3||C10H7NO3,[M+ACN+H]+||[M+ACN+H]+||[M+H-H2O]+||[M+H-NH3]+||[M+ACN+H]+||[M+ACN+H]+||[M+H-H2O]+||[M+H-NH3]+||[M+ACN+H]+||[M+ACN+H]+||[M+H-H2O]+||[M+H-NH3]+||[M+ACN+H]+||[M+ACN+H]+||[M+H-H2O]+||[M+H-NH3]+||[M+Na]+||[M+Na]+||[M+Na]+||[M+Na]+,"Glycerone phosphate||D-Glyceraldehyde 3-phosphate||5-Phosphoribosylamine||L-Serine-phosphoethanolamine||Glycerone phosphate||D-Glyceraldehyde 3-phosphate||5-Phosphoribosylamine||L-Serine-phosphoethanolamine||Glycerone phosphate||D-Glyceraldehyde 3-phosphate||5-Phosphoribosylamine||L-Serine-phosphoethanolamine||Glycerone phosphate||D-Glyceraldehyde 3-phosphate||5-Phosphoribosylamine||L-Serine-phosphoethanolamine||None||None||None||4-Hydroxy-2-quinolinecarboxylic acid||N-Acetylisatin||1-Nitronaphthalene-5,6-oxide||1-Nitronaphthalene-7,8-oxide",C00111||C00118||C03090||C03872||C00111||C00118||C03090||C03872||C00111||C00118||C03090||C03872||C00111||C00118||C03090||C03872||None||None||None||C01717||C02172||C14800||C14802,212.031848||212.031848||212.031849||212.031853||212.031848||212.031848||212.031849||212.031853||212.031848||212.031848||212.031849||212.031853||212.031848||212.031848||212.031849||212.031853||212.0318144||212.0318144||212.0318144||212.0318144,4.92||4.92||4.92||4.94||4.92||4.92||4.92||4.94||4.92||4.92||4.92||4.94||4.92||4.92||4.92||4.94||4.76||4.76||4.76||4.76
2072,212.0368815,34.3225314,56295.56,,,,,,,,,,,,C5H8O3S,[M+ACN+Na]+,4-Methylthio-2-oxobutanoic acid,C01180,212.036285,-2.81
2073,212.0501807,277.723974,164892.89,84,26,,,,,,,,,,,,,,,
2074,212.0527467,105.912222,158799.39,45,1,158,1,2,1,[M+ACN+Na]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,,,,,C7H11NO5||C7H11NO5,[M+Na]+||[M+Na]+,None||None||None||None||None||N-Acetyl-L-glutamate||L-2-Amino-6-oxoheptanedioate,None||None||None||None||None||C00624||C03871,212.0529434||212.0529434,0.93||0.93
2075,212.0588094,52.1619618,992225.5,5,48,228,2,3,2,[M+H-H2O]+::1::1,"K,S","21,312,131","(41K),(34S)","1.6,2.5",C5H8O3S||C5H11NO3S,[M+NH4+HCOOH]+||[M+H+HCOOH]+,4-Methylthio-2-oxobutanoic acid||L-Methionine S-oxide||None,C01180||C02989||None,212.058708||212.05871,-0.48||-0.47
2076,212.0916866,318.762576,1033962.3,84,5,226,1,2,1,[M+H-NH3]+::1::1,,,,,C9H11NO2||C9H8O2||C9H11NO2||C8H10O4||C9H8O2||C9H11NO2||C9H11NO2,[M+H+HCOOH]+||[M+NH4+HCOOH]+||[M+H+HCOOH]+||[M+ACN+H]+||[M+NH4+HCOOH]+||[M+H+HCOOH]+||[M+H+HCOOH]+,"L-Phenylalanine||trans-Cinnamate||D-Phenylalanine||3,4-Dihydroxyphenylethyleneglycol||Pyruvophenone||4-Hydroxy-1-(3-pyridinyl)-1-butanone||5-(3-Pyridyl)-2-hydroxytetrahydrofuran||None",C00079||C00423||C02265||C05576||C17268||C19565||C19578||None,212.091725||212.091722||212.091725||212.091732||212.091722||212.091725||212.091725,0.18||0.17||0.18||0.21||0.17||0.18||0.18
2077,212.0969639,574.142112,2871448.65,179,24,155,4,19,37,[M+ACN+Na]+::1::1||[M+NH4]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,(13C),2053,C,8,,,None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None,,
2078,212.1030067,103.006632,1081659.05,5,6,,,,,,,,,,C8H9N3O2,[M+MeOH+H]+,N-Acetylisoniazid,C07585,212.104067,5
2079,212.1058694,845.90562,339048.45,,,,,,,,,,,,,,,,,
2080,212.1127884,73.130763,2037840,19,1,229,1,2,1,[M+NH4+HCOOH]+::1::1||[M+NH4]+::1::1,,,,,C6H12O4||C6H12O4||C6H12O4||C7H14O6||C7H14O6||C7H14O6,[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4]+||[M+NH4]+||[M+NH4]+,"None||None||(R)-Mevalonate||(R)-Pantoate||(R)-2,3-Dihydroxy-3-methylpentanoate||Methyl beta-D-galactoside||D-Bornesitol||L-Bornesitol",None||None||C00418||C00522||C06007||C03619||C03659||C03660,212.112852||212.112852||212.112852||212.112861||212.112861||212.112861,0.3||0.3||0.3||0.34||0.34||0.34
2081,212.1154575,302.741922,3111302.65,,,,,,,,,,,,C7H9N5O,[M+MeOH+H]+,7-Aminomethyl-7-carbaguanine,C16675,212.1153,-0.74
2082,212.1153881,281.33316,11037172.42,84,9,,,,,,,,,,C7H9N5O,[M+MeOH+H]+,7-Aminomethyl-7-carbaguanine,C16675,212.1153,-0.42
2083,212.1179481,470.929416,2963419.5,143,1,230,1,2,1,,C,2112,(13C),11,C12H20O4,[M+H-NH3]+,Traumatic acid,C16308,212.116889,-4.99
2084,212.1210263,338.396538,2571633.41,84,6,227,1,2,1,,(13C),2058,C,507,,,,,,
2085,212.1251701,491.837778,1821215.97,147,15,111,2,8,10,[M+H]+::1::1||[M+Na]+::1::1,,,,,,,None||None||None||None,None||None||None||None,,
2086,212.1253708,429.72288,2139905.945,127,3,,,,,,,,,,,,,,,
2087,212.1335702,340.682238,12440988.26,84,30,,,,,,,,,,,,,,,
2088,212.1490564,363.286416,219370.22,110,4,173,2,5,6,[M+H]+::1::1||[M+NH4+HCOOH]+::1::1||[M+NH4]+::1::1,,,,,,,None||None||None||None||None||None,None||None||None||None||None||None,,
2089,212.1640344,680.78646,3193531.85,243,7,97,3,6,9,[M+H+HCOOH]+::1::1||[M+H-H2O]+::1::1||[M+K+HCOOH]+::1::1||[M+NH4+HCOOH]+::1::1||[M+Na+HCOO]+::1::1,,,,,C10H18O2||C10H18O2||C10H18O2||C10H18O2||C10H18O2,[M+ACN+H]+||[M+ACN+H]+||[M+ACN+H]+||[M+ACN+H]+||[M+ACN+H]+,8-Methyl-6-nonenoic acid||8-Methyl-6-nonenoic acid||8-Methyl-6-nonenoic acid||8-Methyl-6-nonenoic acid||8-Methyl-6-nonenoic acid||None||None||None||None||None,C18202||C18202||C18202||C18202||C18202||None||None||None||None||None,212.164503||212.164503||212.164503||212.164503||212.164503,2.21||2.21||2.21||2.21||2.21
2090,212.2003313,963.28602,4351521.9,399,18,,,,,,,,,,,,,,,
2091,212.2006733,533.650434,752991.34,,,,,,,,,,,,,,,,,
2092,212.6112652,865.65591,294709.26,366,3,,,,,,,,,,,,,,,
2093,212.6129191,108.89562,3014965.71,5,30,,,,,,,,,,,,,,,
2094,212.6131129,162.375492,360445.51,58,14,,,,,,,,,,,,,,,
2095,212.6171919,297.227373,2170004.25,84,13,,,,,,,,,,,,,,,
2096,212.6353031,342.334716,3007894.982,84,23,,,,,,,,,,,,,,,
2097,212.7950992,324.46212,223699.045,84,23,,,,,,,,,,,,,,,
2098,212.8706584,55.0551192,422337,5,38,231,1,5,4,[M+H-H2O]+::1::1,,,,,O3Se,[M+K+HCOOH]+,Selenite||None,C05684||None,212.869894,-3.59
2099,212.9495681,54.5252949,878374.7,5,141,1,1,261,518,,"(34S),(41K)","20,472,047","S,K","3.8,2.4",,,,,,
2100,212.955691,688.13637,458899.75,249,3,224,1,2,1,,"(34S),(41K)","20,482,048","S,K","22.2,13.9",,,,,,
2101,213.0519482,108.784266,482383.56,43,23,130,3,7,12,[M+MeOH+H]+::1::1,,,,,C10H8O||C10H8O||C10H8O||C10H8O||C8H14O4||C5H11O4P,[M+Na+HCOO]+||[M+Na+HCOO]+||[M+Na+HCOO]+||[M+Na+HCOO]+||[M+K]+||[M+H+HCOOH]+,"2-Naphthol||1-Naphthol||(1R,2S)-Naphthalene 1,2-oxide||(1S,2R)-Naphthalene 1,2-oxide||2-Propylglutaric acid||Isopentenyl phosphate||None",C11713||C11714||C14786||C14787||C16658||C20345||None,213.052203||213.052203||213.052203||213.052203||213.0523684||213.052242,1.2||1.2||1.2||1.2||1.97||1.38
2102,213.052071,177.676551,2098609.9,69,2,232,1,2,1,[M+ACN+H]+::1::1||[M+H+HCOOH]+::1::1||[M+H]+::1::1,,,,,C10H8O||C10H8O||C10H8O||C10H8O||C8H14O4||C10H8O||C10H8O||C10H8O||C10H8O||C8H14O4||C10H8O||C10H8O||C10H8O||C10H8O||C8H14O4||C5H11O4P,[M+Na+HCOO]+||[M+Na+HCOO]+||[M+Na+HCOO]+||[M+Na+HCOO]+||[M+K]+||[M+Na+HCOO]+||[M+Na+HCOO]+||[M+Na+HCOO]+||[M+Na+HCOO]+||[M+K]+||[M+Na+HCOO]+||[M+Na+HCOO]+||[M+Na+HCOO]+||[M+Na+HCOO]+||[M+K]+||[M+H+HCOOH]+,"2-Naphthol||1-Naphthol||(1R,2S)-Naphthalene 1,2-oxide||(1S,2R)-Naphthalene 1,2-oxide||2-Propylglutaric acid||2-Naphthol||1-Naphthol||(1R,2S)-Naphthalene 1,2-oxide||(1S,2R)-Naphthalene 1,2-oxide||2-Propylglutaric acid||2-Naphthol||1-Naphthol||(1R,2S)-Naphthalene 1,2-oxide||(1S,2R)-Naphthalene 1,2-oxide||2-Propylglutaric acid||None||Isopentenyl phosphate||None",C11713||C11714||C14786||C14787||C16658||C11713||C11714||C14786||C14787||C16658||C11713||C11714||C14786||C14787||C16658||None||C20345||None,213.052203||213.052203||213.052203||213.052203||213.0523684||213.052203||213.052203||213.052203||213.052203||213.0523684||213.052203||213.052203||213.052203||213.052203||213.0523684||213.052242,0.62||0.62||0.62||0.62||1.4||0.62||0.62||0.62||0.62||1.4||0.62||0.62||0.62||0.62||1.4||0.8
2103,213.073178,436.863918,14283697.85,130,3,164,2,4,4,[M+ACN+Na]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,C,2135,(13C),7.6,C8H14O5,[M+Na]+,None||None||None||None||None||(R)-3-((R)-3-Hydroxybutanoyloxy)butanoate,None||None||None||None||None||C04546,213.0733454,0.79
2104,213.0749403,58.7313522,10524188.04,5,184,5,10,315,577,[M+ACN+H]+::1::1||[M+ACN+Na]+::1::1||[M+H+HCOOH]+::1::1||[M+H]+::1::1||[M+K+HCOOH]+::1::1||[M+K]+::1::1||[M+MeOH+H]+::1::1||[M+Na+HCOO]+::1::1,C,2136,(13C),4.7,C9H10O3||C9H10O3||C9H10O3||C9H10O3||C6H14N4O2||C6H14N4O2,[M+H+HCOOH]+||[M+H+HCOOH]+||[M+H+HCOOH]+||[M+H+HCOOH]+||[M+K]+||[M+K]+,None||None||None||None||None||None||None||None||None||None||3-(2-Hydroxyphenyl)propanoate||3-Methoxy-4-hydroxyphenylacetaldehyde||Phenyllactate||3-(3-Hydroxyphenyl)propanoic acid||None||None||L-Arginine||D-Arginine||None||None,None||None||None||None||None||None||None||None||None||None||C01198||C05581||C05607||C11457||None||None||C00062||C00792||None||None,213.07574||213.07574||213.07574||213.07574||213.0748354||213.0748354,3.75||3.75||3.75||3.75||-0.49||-0.49
2105,213.0868798,172.501848,514013.84,58,11,,,,,,,,,,C9H9NO4||C8H7NO2||C8H7NO2||C7H9NO4||C8H7NO2||C9H9NO4||C9H9NO4,[M+NH4]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+ACN+H]+||[M+NH4+HCOOH]+||[M+NH4]+||[M+NH4]+,"Dopaquinone||2,3-Dihydroxyindole||2-Formylaminobenzaldehyde||2,3,4,5-Tetrahydrodipicolinate||5,6-Dihydroxyindole||2-Carboxy-2,3-dihydro-5,6-dihydroxyindole||6-Hydroxy-3-succinoylpyridine",C00822||C02775||C03574||C03972||C05578||C05604||C19631,213.086981||213.086971||213.086971||213.086981||213.086971||213.086981||213.086981,0.47||0.43||0.43||0.47||0.43||0.47||0.47
2106,213.0880795,680.56938,560713.8,242,2,,,,,,,,,,C8H8N2O3||C8H8N2O3,[M+MeOH+H]+||[M+MeOH+H]+,Nicotinurate||Isonicotinylglycine,C05380||C16623,213.088082||213.088082,0.01||0.01
2107,213.0981714,60.69423,2530622.23,5,10,202,1,2,1,[M+ACN+H]+::1::1,,,,,C6H12O6||C6H12O6||C6H12O6||C6H12O6||C6H12O6||C6H12O6||C6H12O6||C6H12O6||C6H12O6||C6H12O6||C6H12O6||C6H12O6||C6H12O6||C6H12O6||C6H12O6||C6H12O6||C6H12O6||C7H10N4O||C6H12O6,[M+MeOH+H]+||[M+MeOH+H]+||[M+MeOH+H]+||[M+MeOH+H]+||[M+MeOH+H]+||[M+MeOH+H]+||[M+MeOH+H]+||[M+MeOH+H]+||[M+MeOH+H]+||[M+MeOH+H]+||[M+MeOH+H]+||[M+MeOH+H]+||[M+MeOH+H]+||[M+MeOH+H]+||[M+MeOH+H]+||[M+MeOH+H]+||[M+MeOH+H]+||[M+H+HCOOH]+||[M+MeOH+H]+,D-Glucose||D-Fructose||D-Galactose||myo-Inositol||D-Mannose||beta-D-Glucose||L-Sorbose||alpha-D-Glucose||D-Tagatose||alpha-D-Galactose||D-Allose||L-Fuconate||L-Galactose||L-Rhamnonate||beta-D-Fructose||scyllo-Inositol||L-Gulose||N-Formyl-4-amino-5-aminomethyl-2-methylpyrimidine||1D-chiro-Inositol||None,C00031||C00095||C00124||C00137||C00159||C00221||C00247||C00267||C00795||C00984||C01487||C01720||C01825||C01934||C02336||C06153||C15923||C19872||C19891||None,213.097978||213.097978||213.097978||213.097978||213.097978||213.097978||213.097978||213.097978||213.097978||213.097978||213.097978||213.097978||213.097978||213.097978||213.097978||213.097978||213.097978||213.098207||213.097978,-0.91||-0.91||-0.91||-0.91||-0.91||-0.91||-0.91||-0.91||-0.91||-0.91||-0.91||-0.91||-0.91||-0.91||-0.91||-0.91||-0.91||0.17||-0.91
2108,213.1093264,509.248896,2818401,152,1,,,,,,,,,,C7H9N5O2||C8H16O2||C8H16O2,[M+NH4]+||[M+Na+HCOO]+||[M+Na+HCOO]+,"6-(Hydroxymethyl)-7,8-dihydropterin||Octanoic acid||Valproic acid",C01300||C06423||C07185,213.109448||213.109718||213.109718,0.57||1.84||1.84
2109,213.1141378,390.701964,57284924.34,84,28,156,1,2,1,[M+ACN+H]+::1::1,,,,,,,None||None,None||None,,
2110,213.1155952,711.74934,905756.83,259,6,,,,,,,,,,,,,,,
2111,213.1183815,301.393866,256057.72,84,14,,,,,,,,,,,,,,,
2112,213.1212748,470.865138,359630.24,143,1,230,1,2,1,,(13C),2083,C,11,C6H15NO3,[M+ACN+Na]+,Triethanolamine,C06771,213.122063,3.7
2113,213.1231006,124.233324,8815348.5,5,30,,,,,,,,,,C6H15NO3||C9H11NO||C10H13NO3,[M+ACN+Na]+||[M+NH4+HCOOH]+||[M+NH4]+,"Triethanolamine||D-Cathinone||2-Phenyl-1,3-propanediol monocarbamate",C06771||C08301||C16586,213.122063||213.123357||213.123366,-4.87||1.2||1.25
2114,213.1243585,772.13628,446301.1,296,6,,,,,,,,,,C9H12N2O2||C9H12N2O2||C9H11NO||C10H13NO3,[M+MeOH+H]+||[M+MeOH+H]+||[M+NH4+HCOOH]+||[M+NH4]+,"3-Hydroxykynurenamine||5-Hydroxykynurenamine||D-Cathinone||2-Phenyl-1,3-propanediol monocarbamate",C05636||C05638||C08301||C16586,213.124468||213.124468||213.123357||213.123366,0.51||0.51||-4.7||-4.66
2115,213.1288019,271.599453,214223.55,84,5,,,,,,,,,,,,,,,
2116,213.128843,333.31341,1904956.27,84,10,,,,,,,,,,,,,,,
2117,213.1344343,102.277284,4891540.09,5,16,,,,,,,,,,C9H13N3O2,[M+NH4]+,alpha-[3-(Nitrosoamino)propyl]-3-pyridinemethanol,C19581,213.1346,0.78
2118,213.1457143,677.57508,15072507,242,2,233,1,2,1,,C,2142,(13C),9,,,,,,
2119,213.1956822,641.50848,421696.235,,,,,,,,,,,,,,,,,
2120,213.6157888,391.381302,12012873.09,84,32,157,1,2,1,[M+ACN+H]+::1::1,,,,,,,None||None,None||None,,
2121,213.6306705,333.984156,346736.89,84,8,,,,,,,,,,,,,,,
2122,213.6363307,102.235146,924564.21,5,13,,,,,,,,,,,,,,,
2123,213.9773513,21.3309516,518538.26,1,25,163,4,12,16,[M+H+HCOOH]+::1::1||[M+K+HCOOH]+::1::1||[M+K]+::1::1,,,,,,,None||None||None||None||None||None,None||None||None||None||None||None,,
2124,213.9861078,335.228895,215298.306,84,19,234,2,4,4,[M+H]+::1::1||[M+K]+::1::1||[M+NH4]+::1::1||[M+Na]+::1::1,K,2196,(41K),14.3,C6H5BrO||C6H5BrO||C6H5BrO||C6H5BrO||C6H5BrO||C6H5BrO||C6H5BrO||C6H5BrO||C6H5BrO||C6H5BrO||C6H5BrO||C6H5BrO||C6H5BrO||C6H5BrO||C6H5BrO||C6H5BrO,[M+ACN+H]+||[M+ACN+H]+||[M+ACN+H]+||[M+ACN+H]+||[M+ACN+H]+||[M+ACN+H]+||[M+ACN+H]+||[M+ACN+H]+||[M+ACN+H]+||[M+ACN+H]+||[M+ACN+H]+||[M+ACN+H]+||[M+ACN+H]+||[M+ACN+H]+||[M+ACN+H]+||[M+ACN+H]+,"4-Bromophenol||Bromobenzene-3,4-oxide||Bromobenzene-2,3-oxide||2-Bromophenol||4-Bromophenol||Bromobenzene-3,4-oxide||Bromobenzene-2,3-oxide||2-Bromophenol||4-Bromophenol||Bromobenzene-3,4-oxide||Bromobenzene-2,3-oxide||2-Bromophenol||4-Bromophenol||Bromobenzene-3,4-oxide||Bromobenzene-2,3-oxide||2-Bromophenol||None||None||None||None",C14453||C14839||C14840||C14841||C14453||C14839||C14840||C14841||C14453||C14839||C14840||C14841||C14453||C14839||C14840||C14841||None||None||None||None,213.9862||213.9862||213.9862||213.9862||213.9862||213.9862||213.9862||213.9862||213.9862||213.9862||213.9862||213.9862||213.9862||213.9862||213.9862||213.9862,0.43||0.43||0.43||0.43||0.43||0.43||0.43||0.43||0.43||0.43||0.43||0.43||0.43||0.43||0.43||0.43
2125,214.0023055,97.78059,811512.7,5,20,235,3,4,3,[M+H-H2O]+::1::1||[M+H]+::1::1||[M+K]+::1::1||[M+NH4]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,,,,,,,None||None||None||None||None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None||None||None||None||None,,
2126,214.0062752,59.235876,2300116.25,5,128,5,3,315,577,[M+ACN+Na]+::1::1||[M+H]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,,,,,,,None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None,,
2127,214.0229212,55.8481809,321433.71,5,1,,,,,,,,,,,,,,,
2128,214.0253975,156.456204,429480.735,66,5,,,,,,,,,,,,,,,
2129,214.0506954,382.0071,2641857.7,84,43,19,3,49,86,[M+ACN+Na]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,C,2173,(13C),4.3,,,None||None||None||None||None||None,None||None||None||None||None||None,,
2130,214.0510188,65.0757,15467000,16,3,,,,,,,,,,,,,,,
2131,214.0562884,51.2272068,104808.5855,5,6,228,1,3,2,,"(34S),(41K)","20,752,075","S,K","2.5,1.6",C4H6O6||C4H6O6,[M+NH4+HCOOH]+||[M+NH4+HCOOH]+,"meso-Tartaric acid||(R,R)-Tartaric acid",C00552||C00898,214.055731||214.055731,-2.6||-2.6
2132,214.0566892,502.749057,42354891,148,16,236,2,4,3,[M+H]+::1::1||[M+K]+::1::1||[M+MeOH+H]+::1::1||[M+NH4]+::1::1||[M+Na]+::1::1,,,,,C4H6O6||C4H6O6||C4H6O6||C4H6O6||C4H6O6||C4H6O6||C4H6O6||C4H6O6||C4H6O6||C4H6O6,[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+,"meso-Tartaric acid||(R,R)-Tartaric acid||meso-Tartaric acid||(R,R)-Tartaric acid||meso-Tartaric acid||(R,R)-Tartaric acid||meso-Tartaric acid||(R,R)-Tartaric acid||meso-Tartaric acid||(R,R)-Tartaric acid||None||None||None||None||None",C00552||C00898||C00552||C00898||C00552||C00898||C00552||C00898||C00552||C00898||None||None||None||None||None,214.055731||214.055731||214.055731||214.055731||214.055731||214.055731||214.055731||214.055731||214.055731||214.055731,-4.48||-4.48||-4.48||-4.48||-4.48||-4.48||-4.48||-4.48||-4.48||-4.48
2133,214.0642093,65.593368,4447533.7,5,105,,,,,,,,,,,,,,,
2134,214.0642677,110.84469,6979080.415,49,2,237,1,2,1,,C,2174,(13C),7.6,,,,,,
2135,214.0764525,437.3763,1200085.755,130,3,164,2,4,4,[M+ACN+Na]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,(13C),2103,C,7.6,C9H16N3O2S||C9H16N3O2S||C9H16N3O2S,[M+H-NH3]+||[M+H-NH3]+||[M+H-NH3]+,Ergothioneine||Ergothioneine||Ergothioneine||None||None||None,C05570||C05570||C05570||None||None||None,214.077053||214.077053||214.077053,2.81||2.81||2.81
2136,214.0783739,58.601727,544245.035,5,144,5,6,315,577,[M+ACN+H]+::1::1||[M+H+HCOOH]+::1::1||[M+H]+::1::1||[M+K+HCOOH]+::1::1||[M+K]+::1::1||[M+Na+HCOO]+::1::1,(13C),2104,C,4.7,,,None||None||None||None||None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None||None||None||None||None,,
2137,214.1119327,391.547478,2282731.93,84,36,,,,,,,,,,,,,,,
